Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10,EN_20,EN_30,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10,CH_20,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700
552,609730,"<url> and <url> are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,3,,,,6,,,,0,,,2,,,,,1,,,,2,-10,,,,3,4,,,2,,,,,,2,9,,,,,-1,,1,,,0,,,,0,,0,,-1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,-2,,,,7,,,,0,,,8,,,,,1,,,,7,9,,,,5,0,,,4,,,,,,4,11,,,,,0,,3,,,1,,,,6,,11,,7,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,5,,,,4,,,,0,,,5,,,,,3,,,,3,10,,,,3,-4,,,8,,,,,,1,7,,,,,3,,1,,,0,,,,0,,1,,-1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,-4,,,,4,,,,1,,,3,,,,,5,,,,3,11,,,,2,3,,,6,,,,,,3,-2,,,,,2,,-3,,,0,,,,3,,2,,0,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,199817,"Who is going to contact all of the users? Is a bot being set to do that in the event it's necessary, or is it being done manually?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,-3,,,,0,,,,0,,,3,,,,,1,,,,7,0,,,,2,0,,,6,,,,,,-2,-5,,,,,0,,0,,,-7,,,,0,,0,,-1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,231869,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,6,,,,8,,,,2,,,7,,,,,6,,,,6,7,,,,2,3,,,1,,,,,,4,8,,,,,3,,2,,,-2,,,,3,,12,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,,,1,,,,3,,,,1,,,-3,,,,,1,,,,-9,-6,,,,-3,11,,,7,,,,,,5,10,,,,,0,,6,,,0,,,,5,,5,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,6,,,,12,,,,3,,,9,,,,,2,,,,6,12,,,,1,8,,,5,,,,,,4,10,,,,,7,,-2,,,1,,,,3,,6,,2,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,317346,"Hi, welcome to Wikipedia. Could you explain in your <url> just '''''what''''' a Universiade is?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-10,,,-1,,,,4,,,,2,,,8,,,,,0,,,,-1,1,,,,-3,3,,,4,,,,,,-1,-7,,,,,4,,2,,,-4,,,,9,,10,,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,601098,This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,1,,,,,-2,,,,,0,,-4,,-2,,,,,,-4,,,-3,,,-3,,-3,,,,,,-2,,,0,,,1,,0,,,-3,,,0,,,,,2,,1,,,-2,,,,-4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,99444,Hello. Can you please pass the pilot whale article?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,2,,,,,2,,,,,-4,,8,,8,,,,,,3,,,9,,,5,,6,,,,,,5,,,3,,,0,,0,,,3,,,1,,,,,3,,-7,,,8,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,2,,,,,2,,,,,3,,-1,,6,,,,,,2,,,6,,,0,,4,,,,,,0,,,4,,,5,,5,,,4,,,3,,,,,5,,-8,,,4,,,,9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,,,,,3,,,,,-3,,3,,9,,,,,,5,,,4,,,1,,3,,,,,,0,,,-3,,,3,,5,,,4,,,2,,,,,2,,-2,,,4,,,,4,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,-2,,,,,-1,,,,,-3,,0,,6,,,,,,3,,,-1,,,-2,,4,,,,,,3,,,6,,,-1,,1,,,0,,,3,,,,,5,,-7,,,5,,,,-9,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,123760,A question has come up whether <url> was Jewish (see <url>). Do you have any references that might help?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,,2,,,,,7,,-2,,7,,,,,,2,,,3,,,2,,3,,,,,,2,,,0,,,0,,2,,,0,,,2,,,,,5,,8,,,7,,,,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,40728,"Hi, I was wondering why it is that <url> only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,1,,,,,0,,,,,6,,4,,5,,,,,,2,,,4,,,2,,2,,,,,,2,,,2,,,-2,,4,,,-2,,,3,,,,,5,,3,,,2,,,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,628398,Have you as yet cast your own vote for <url>? Is there anything you can do to address some of the questions?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,0,,,,,1,,,,,0,,1,,2,,,,,,3,,,2,,,0,,3,,,,,,-6,,,-1,,,-1,,1,,,-2,,,0,,,,,1,,-10,,,-3,,,,-6,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,385974,That link just takes me to the arbcom main page. Are you intending to link me to something else?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,-3,,,,,2,,,,,-3,,0,,7,,,,,,3,,,2,,,-1,,0,,,,,,-1,,,0,,,3,,5,,,-2,,,1,,,,,6,,-8,,,-5,,,,6,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,159734,I'm currently considering nominating you for adminship at <url>. Are you interested?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,4,,,,,3,,5,,11,,,,,,5,,,6,,,1,,6,,,,,,0,,,0,,,6,,8,,,1,,,1,,,,,3,,3,,,4,,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,7,1,,,,,,,3,,,,,,,-10,,0,,5,,,,6,,,2,9,,,,,,5,,,6,8,,,,,0,,1,,,0,,-1,,,,,,,0,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,139788,"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6,-3,,,,,,,-3,,,,,,,-1,,-4,,10,,,,0,,,0,10,,,,,,5,,,-3,8,,,,,-2,,7,,,-1,,-3,,,,,,,1,,,-4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,43454,Good find. Do you have a cite for the second para?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,3,,,,,,,3,,,,,,,4,,5,,12,,,,12,,,3,4,,,,,,5,,,1,5,,,,,1,,5,,,2,,0,,,,,,,5,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,555624,"The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,5,4,,,,,,,0,,,,,,,2,,2,,11,,,,9,,,5,12,,,,,,4,,,2,10,,,,,,,9,,,1,,3,,,,,,,8,,,2,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,0,,,,,,,-3,,,,,,,2,,3,,9,,,,8,,,2,6,,,,,,3,,,0,9,,,,,-1,,2,,,1,,3,,,,,,,7,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,-1,,,,,,,0,,,,,,,,,,,-8,,,,0,,,-6,-10,,,,,,-1,,,-9,-12,,,,,-12,,-4,,,,,-6,,,,,,,-7,,,2,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,480295,"I ""voted"" weak keep, based on what I've found. Can you comment?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,-3,,,,,,,0,,,,,,,-2,,-3,,0,,,,7,,,0,0,,,,,,0,,,-2,-8,,,,,0,,-2,,,0,,-3,,,,,,,0,,,2,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,260538,I have absolutely no idea what you are talking about. Please be more precise?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,-8,3,,,,,,,-9,,,,,,,-3,,-7,,-3,,,,0,,,-8,-6,,,,,,-4,,,-5,-2,,,,,-5,,-3,,,-1,,-1,,,,,,,1,,,2,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2320,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,1,,,,,,,3,,,,,,,0,,0,,-3,,,,3,,,-2,3,,,,,,0,,,0,7,,,,,0,,0,,,0,,1,,,,,,,4,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,25456,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this. Why not seek a consensus?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,-3,,,,,,,3,,,,,,,1,,-3,,3,,,,1,,,0,0,,,,,,0,,,2,1,,,,,-1,,2,,,0,,-4,,,,,,,6,,,2,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,-4,,0,,,-5,,4,2,,,,-1,,5,,,-1,,,,,,,,,,0,,,0,,,1,,,0,,,,,,,2,,0,,,-4,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,587361,"In your vote against my candidacy you stated that you were a ""weak oppose"". May I ask why?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7,4,,,,4,,4,,,-1,,4,2,,,,1,,6,,,-9,,,,,,,,,,0,,,12,,,2,,,2,,,,,,,1,,6,,,12,-2,,,,0,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,359316,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles. Why don't you and I fix up the <url> article now?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,,,,5,,-1,,,5,,6,6,,,,3,,6,,,9,,,,,,,,,,0,,,9,,,1,,,-3,,,,,,,-3,,1,,,-8,-7,,,,-2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,620909,"Great Article <name>, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,10,1,,,,12,,9,,,6,,12,7,,,,6,,7,,,11,,,,,,,,,,3,,,9,,,8,,,2,,,,,,,3,,7,,,1,1,,,,3,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,134176,Take a look at the most recent post to <url>. Can you make a stub out of it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,-3,,,,4,,-1,,,3,,6,1,,,,-1,,5,,,12,,,,,,,,,,-2,,,0,,,4,,,0,,,,,,,3,,4,,,-10,3,,,,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,600849,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6,-2,,,,8,,-1,,,0,,7,1,,,,-1,,5,,,8,,,,,,,,,,0,,,12,,,8,,,2,,,,,,,3,,6,,,12,0,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,,,2,3,,,,9,,-5,,,-1,,-2,-1,,,,-5,,-1,,,-7,,,,,,,,,,-3,,,-3,,,-4,,,-1,,,,,,,2,,-2,,,-8,0,,,,0,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,9,5,,,,4,,5,,,4,,10,3,,,,1,,5,,,9,,,,,,,,,,9,,,3,,,0,,,4,,,,,,,3,,12,,,1,6,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,-2,1,,,,-8,,-4,,,-3,,5,1,,,,-12,,-6,,,-5,,,,,,,,,,-2,,,,,,-2,,,-6,,,,,,,3,,9,,,-12,4,,,,1,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,559348,"<url> has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however. Perhaps you might be able to take another look at it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,-2,,,,8,,3,,,-1,,5,2,,,,8,,6,,,7,,,,,,,,,,2,,,4,,,10,,,1,,,,,,,2,,9,,,12,6,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-3,,2,,-2,,-3,,,0,,,,,,0,-2,,,,1,,,7,,,,3,,,8,,,,3,,,,,0,0,,,,,,,,2,,6,,-1,,,,-1,,,2,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,439715,"Hello again. Could you move this to <url>, please?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,8,,3,,10,,7,,,2,,,,,,0,6,,,,0,,,12,,,,0,,,5,,,,11,,,,,-2,-3,,,,,,,,4,,9,,12,,,,3,,,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,213945,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,12,,9,,10,,7,,,3,,,,,,6,4,,,,8,,,12,,,,12,,,10,,,,12,,,,,7,6,,,,,,,,1,,12,,12,,,,7,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,620951,I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,3,,-11,,-1,,-10,,,-5,,,,,,-2,5,,,,-3,,,-2,,,,3,,,5,,,,11,,,,,-10,-3,,,,,,,,2,,5,,10,,,,7,,,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,169878,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,2,,9,,-4,,,0,,,,,,1,4,,,,4,,,11,,,,-1,,,6,,,,3,,,,,-1,3,,,,,,,,2,,0,,0,,,,0,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,395661,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,3,,10,,5,,,1,,,,,,3,4,,,,1,,,10,,,,0,,,6,,,,3,,,,,0,-3,,,,,,,,1,,2,,-1,,,,7,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,379823,"I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,2,,11,,5,,,1,,,,,,1,3,,,,1,,,7,,,,2,,,8,,,,5,,,,,1,6,,,,,,,,2,,4,,5,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,147665,"Due to your edits to this template, <url> is now required on all transclusions. Are you running a bot to clean this up?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,3,,0,,-3,,,-2,,,,,,1,3,,,,3,,,3,,,,0,,,9,,,,3,,,,,-5,-5,,,,,,,,0,,0,,-11,,,,0,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,234095,"On <url> about the Chinese sex imbalance, you accused either the OP or the first responder (me) of <url>. Could you explain why you thought either of us was advocating, opining, or recruiting, in a way that diminished the quality of the reference desk?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,4,,9,,-5,,,-3,,,,,,2,5,,,,,,,2,,,,12,,,2,,,,3,,,,,-4,-9,,,,,,,,3,,3,,6,,,,0,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,563032,I don't think anybody wants the stale uninformative old Victorian results infoboxes. Can you gain consensus before deviating?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,-9,,-1,,-4,,-8,,,-3,,,,,,0,-6,,,,-2,,,-1,,,,-4,,,0,,,,5,,,,,-5,-9,,,,,,,,1,,-3,,4,,,,-7,,,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,218069,Thanks! What type of documentation do you want u2014 an explanation of using the notes feature?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,,,,,2,,,,2,,0,,,,12,,,,,,,,,,,8,,-12,,,2,,,,,1,,,,4,,,,2,,3,0
602,629241,"I'll unblock you if you give me some confirmation you've understood this and you are prepared to discuss the article through the proper channels, calmly and politely. So, cool down please, okay?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,-2,,,,,-4,,,,-3,,0,,,,-3,,,,,,,,,,,-11,,-2,,,-6,,,,,-6,,,,-3,,,,2,,0,-8
603,557162,"I thought you had done that, and started working on turning it into a disambiguation page. Could you now graft the history on to the changes I made?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,-2,,,,,-4,,,,-2,,0,,,,5,,,,,,,,,,,2,,1,,,-2,,,,,-1,,,,1,,,,2,,3,-12
604,621507,"He's returned to the same trolling he was doing years ago. If he really wants to edit in good faith, why not insist he make some non-controversial edits for a while instead of immediately restarting a two year old edit war?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,0,,,,,-6,,,,-2,,0,,,,0,,,,,,,,,,,-4,,-4,,,-3,,,,,-1,,,,0,,,,0,,-3,-5
