Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,251,851,621105,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?",Highlight,"1: Crap,,22: No,23: dramas?",,,,,"1: Crap,",,,,,,"1: Crap,,2: I'm,3: sorry,,16: sorry,17: to,18: get,19: your,20: hopes,21: up.,22: No,23: dramas?",,"3: sorry,,4: I,5: didn't,6: realize,16: sorry,17: to,18: get,19: your,20: hopes,21: up.",,,,,,"1: Crap,,2: I'm,3: sorry,,4: I,5: didn't,6: realize,7: someone",,"2: I'm,3: sorry,",,"1: Crap,,2: I'm,3: sorry,,16: sorry,17: to","22: No,23: dramas?","1: Crap,",,,,"3: sorry,,16: sorry,17: to,18: get,19: your,20: hopes,21: up.",,,"1: Crap,,3: sorry,,16: sorry,22: No,23: dramas?",,"1: Crap,,22: No,23: dramas?",,"1: Crap,,2: I'm,3: sorry,",,,,,"3: sorry,,16: sorry",,,,"1: Crap,,22: No,23: dramas?",,,"1: Crap,,2: I'm,3: sorry,,16: sorry,17: to",,"2: I'm,3: sorry,,4: I,5: didn't,6: realize,16: sorry,17: to,18: get,19: your,20: hopes,21: up."
Wikipedia,252,852,623175,This is great so far! What do you feel you need help with?,Rating,3,,,,,3,,,,,,4,,12,,,,,,6,,12,,5,6,-1,,,,-1,,,-1,,9,,1,,,,,8,,,,10,,,1,,2
Wikipedia,252,852,623175,This is great so far! What do you feel you need help with?,Highlight,"1: This,3: great,4: so,5: far!,9: feel",,,,,"1: This,2: is,3: great,4: so,5: far!,6: What,7: do,8: you,9: feel,10: you,11: need,12: help,13: with?",,,,,,"1: This,2: is,3: great,4: so,5: far!",,"1: This,2: is,3: great,4: so,5: far!",,,,,,"1: This,2: is,3: great,4: so,5: far!",,"1: This,2: is,3: great,4: so,5: far!",,"1: This,2: is,3: great,4: so,5: far!,6: What,7: do,8: you,9: feel","1: This,2: is,3: great,4: so,5: far!,6: What,7: do,8: you,9: feel,10: you,11: need,12: help,13: with?","4: so,5: far!",,,,"6: What,7: do,8: you,9: feel",,,"6: What,7: do,8: you,9: feel,10: you,11: need,12: help,13: with?",,"3: great,9: feel",,"1: This,2: is,3: great,4: so,5: far!",,,,,"3: great,12: help",,,,"9: feel,11: need",,,"6: What,7: do,8: you,9: feel,10: you,11: need,12: help,13: with?",,"6: What,7: do,8: you,9: feel,10: you,11: need,12: help,13: with?"
Wikipedia,253,853,122952,"I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?",Rating,3,,,,,0,,,,,,0,,-1,,,,,,5,,0,,-1,1,-3,,,,0,,,1,,-1,,1,,,,,0,,,,0,,,-3,,-3
Wikipedia,253,853,122952,"I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?",Highlight,"10: can,11: you,12: link,13: me",,,,,"16: specific,17: edit,18: showing,19: this?,20: Also,,21: if,22: I,23: rename,24: the,25: template,26: will,27: it,28: be,29: automatically,30: changed,31: on",,,,,,"1: I,2: don't,3: get,4: the,5: ""defaultsort"",10: can,11: you,12: link,13: me",,"1: I,2: don't,3: get,4: the,20: Also,,21: if,22: I,23: rename,24: the,25: template,26: will,27: it,37: do,38: I,39: need,40: to,41: do,42: this,43: myself?",,,,,,"16: specific,17: edit,18: showing,19: this?",,"1: I,2: don't,3: get,21: if,22: I,23: rename",,"10: can,11: you,39: need,40: to,41: do,42: this,43: myself?","1: I,2: don't,3: get,4: the,5: ""defaultsort"",6: edit,7: you,8: mention,9: -,10: can,11: you,12: link,13: me,14: to,15: a,16: specific,17: edit,18: showing,19: this?,20: Also,,21: if,22: I,23: rename,24: the,25: template,26: will,27: it,28: be,29: automatically,30: changed,31: on,32: the,33: relevant,34: coaches',35: pages,36: or,37: do,38: I,39: need,40: to,41: do,42: this,43: myself?","2: don't,3: get",,,,10: can,,,"10: can,11: you,26: will,27: it,28: be",,"3: get,20: Also,",,"10: can,11: you,20: Also,,37: do,38: I",,,,,"2: don't,3: get",,,,"10: can,11: you,12: link,13: me",,,"1: I,2: don't,3: get,10: can,11: you",,"1: I,2: don't,3: get,10: can,11: you,37: do,38: I,39: need,40: to"
Wikipedia,254,854,262832,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?",Rating,7,,,,,0,,,,,,0,,0,,,,,,9,,-2,,0,6,5,,,,0,,,1,,4,,0,,,,,0,,,,1,,,-3,,1
Wikipedia,254,854,262832,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?",Highlight,"2: had,4: go,34: should",,,,,"43: or,44: better,45: still,46: to,47: relevent,48: place,49: in,50: the,51: artice,52: as,53: footnotes?",,,,,,"33: but,34: should,35: they,36: be,37: moved",,"33: but,34: should,35: they,36: be,37: moved,38: from,39: ""External,40: links"",41: to,42: ""References"",43: or,44: better,45: still,46: to,47: relevent,48: place,49: in,50: the,51: artice,52: as,53: footnotes?",,,,,,"33: but,34: should,35: they,36: be",,"12: many,13: (most),27: I've,28: worked,29: these,30: up",,"34: should,35: they,36: be","44: better,45: still,46: to,47: relevent,48: place","2: had,3: a,4: go,34: should",,,,34: should,,,"31: where,32: possible,,33: but,34: should,35: they,36: be",,13: (most),,"1: I've,2: had,27: I've,28: worked",,,,,"34: should,35: they",,,,"34: should,35: they,36: be",,,"27: I've,28: worked,29: these,30: up,31: where,32: possible,,33: but,34: should,35: they",,"34: should,35: they,36: be,43: or,44: better,45: still"
Wikipedia,255,855,403979,"While half-inching a citation from <url> to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?",Rating,5,,,,,1,,,,,,4,,0,,,,,,5,,-1,,2,0,2,,,,-4,,,0,,8,,0,,,,,0,,,,-2,,,-5,,0
Wikipedia,255,855,403979,"While half-inching a citation from <url> to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?",Highlight,"20: you,21: planning,22: to,23: take",,,,,"12: reminded,13: what,14: a,15: good,16: article,17: it,18: is.,19: Are,20: you,21: planning,22: to,23: take,24: it,25: to,26: Featured,27: Article,28: candidates,29: at,30: any,31: point?",,,,,,"10: I,11: was,12: reminded,13: what,14: a,15: good,16: article,17: it,18: is.",,"19: Are,20: you,21: planning,22: to,23: take,24: it,25: to,26: Featured,27: Article,28: candidates,29: at,30: any,31: point?",,,,,,"1: While,2: half-inching,3: a,4: citation",,"2: half-inching,19: Are,20: you,21: planning,29: at,30: any,31: point?",,"19: Are,20: you,21: planning","19: Are,20: you,21: planning,22: to,23: take,24: it,25: to,26: Featured,27: Article,28: candidates,29: at,30: any,31: point?","19: Are,20: you,21: planning",,,,"19: Are,20: you,21: planning,22: to,23: take,24: it,25: to",,,"10: I,11: was,12: reminded",,"12: reminded,29: at,30: any,31: point?",,"19: Are,20: you,21: planning",,,,,21: planning,,,,2: half-inching,,,"10: I,11: was,12: reminded,13: what,14: a,15: good,16: article,17: it,18: is.,19: Are,20: you,21: planning",,"10: I,11: was,12: reminded,19: Are,20: you,21: planning,22: to"
Wikipedia,256,856,128270,Can you give me a general description of <url>? Does it mention anything about making movie?,Rating,-2,,,,,-5,,,,,,2,,0,,,,,,5,,-1,,0,0,0,,,,0,,,1,,2,,0,,,,,0,,,,3,,,-7,,-4
Wikipedia,256,856,128270,Can you give me a general description of <url>? Does it mention anything about making movie?,Highlight,"1: Can,2: you",,,,,"1: Can,2: you,3: give,4: me,5: a,6: general,7: description,8: of,9: <url>?,10: Does,11: it,12: mention,13: anything,14: about,15: making,16: movie?",,,,,,"10: Does,11: it",,"1: Can,2: you,3: give,4: me,10: Does,11: it,12: mention,13: anything,14: about,15: making,16: movie?",,,,,,"2: you,3: give,4: me,5: a,6: general,7: description,8: of,9: <url>?,10: Does,11: it,12: mention,13: anything,14: about,15: making,16: movie?",,"1: Can,2: you,3: give,4: me",,"1: Can,2: you","1: Can,2: you,3: give,4: me,5: a,6: general,7: description,8: of,9: <url>?,10: Does,11: it,12: mention,13: anything,14: about,15: making,16: movie?","6: general,7: description",,,,"1: Can,2: you,3: give,4: me,5: a,6: general,7: description,8: of,9: <url>?",,,"1: Can,2: you,6: general",,1: Can,,"1: Can,2: you",,,,,"1: Can,2: you",,,,6: general,,,"1: Can,2: you,10: Does,11: it,12: mention",,"1: Can,2: you,3: give,4: me"
Wikipedia,257,857,48392,"Hi <name> I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?",Rating,2,,,,,-3,,,,,,6,,5,,,,,,-5,,-1,,-1,4,6,,,,5,,,2,,2,,2,,,,,5,,,,6,,,8,,-3
Wikipedia,257,857,48392,"Hi <name> I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?",Highlight,"20: Could,22: check,,23: please?",,,,,23: please?,,,,,,"20: Could,21: you,22: check,,23: please?",,"1: Hi,2: <name>,20: Could,21: you,22: check,,23: please?",,,,,,"14: necessary,15: to,16: do,17: two",,"10: I've,11: just,12: found,13: it,14: necessary",,"1: Hi,2: <name>,10: I've,11: just,12: found,13: it,14: necessary,20: Could,21: you,22: check,,23: please?",20: Could,"20: Could,23: please?",,,,20: Could,,,"12: found,13: it,14: necessary,20: Could,21: you,23: please?",,"4: normally,23: please?",,"20: Could,21: you",,,,,23: please?,,,,"20: Could,21: you,22: check,,23: please?",,,"20: Could,21: you,22: check,,23: please?",,"1: Hi,2: <name>,10: I've,11: just,12: found,13: it,14: necessary,20: Could,21: you,22: check,,23: please?"
Wikipedia,258,858,621018,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?",Rating,-3,,,,,-3,,,,,,-2,,10,,,,,,4,,2,,3,0,1,,,,8,,,-2,,-2,,4,,,,,5,,,,12,,,6,,2
Wikipedia,258,858,621018,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?",Highlight,"14: to,15: say,16: the,17: least,",,,,,"17: least,,18: unpleasant?",,,,,,"3: Was,4: I,5: the,6: only,7: one,14: to,15: say,16: the,17: least,",,1: Thank,,,,,,"1: Thank,2: you!,3: Was,4: I,5: the,6: only,7: one,8: who,9: found,10: Lima's,11: tone,12: to,13: be,,14: to,15: say,16: the,17: least,,18: unpleasant?",,"1: Thank,2: you!,14: to,15: say,16: the,17: least,,18: unpleasant?",,"1: Thank,2: you!,15: say,16: the,17: least,","1: Thank,2: you!,3: Was,4: I,5: the,6: only,7: one,8: who","14: to,15: say,16: the,17: least,",,,,"1: Thank,2: you!",,,"16: the,17: least,,18: unpleasant?",,"14: to,15: say,16: the,17: least,",,"1: Thank,2: you!",,,,,"1: Thank,2: you!",,,,"1: Thank,2: you!,15: say,16: the,17: least,,18: unpleasant?",,,"1: Thank,2: you!",,"1: Thank,2: you!,3: Was,4: I,5: the,6: only,7: one,14: to,15: say,16: the,17: least,"
Wikipedia,259,859,621114,And what did I do wrong???????????????????????,Rating,-8,,,,,-8,,,,,,-3,,-12,,,,,,-4,,-7,,-6,-11,-9,,,,-7,,,-2,,-8,,-9,,,,,-5,,,,-11,,,-10,,-12
Wikipedia,259,859,621114,And what did I do wrong???????????????????????,Highlight,"1: And,6: wrong???????????????????????",,,,,6: wrong???????????????????????,,,,,,6: wrong???????????????????????,,6: wrong???????????????????????,,,,,,6: wrong???????????????????????,,6: wrong???????????????????????,,6: wrong???????????????????????,6: wrong???????????????????????,6: wrong???????????????????????,,,,6: wrong???????????????????????,,,6: wrong???????????????????????,,6: wrong???????????????????????,,"1: And,2: what,3: did,4: I,5: do,6: wrong???????????????????????",,,,,6: wrong???????????????????????,,,,6: wrong???????????????????????,,,"2: what,3: did,4: I,5: do,6: wrong???????????????????????",,6: wrong???????????????????????
Wikipedia,260,860,620266,"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?",Rating,-4,,,,,0,,,,,,-2,,0,,,,,,5,,-5,,2,-3,-1,,,,-1,,,3,,-3,,3,,,,,2,,,,7,,,4,,-10
Wikipedia,260,860,620266,"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?",Highlight,12: '''''what''''',,,,,"2: welcome,3: to,4: Wikipedia.,15: is?",,,,,,"12: '''''what''''',13: a,14: Universiade,15: is?",,"1: Hi,,2: welcome,3: to,4: Wikipedia.",,,,,,"1: Hi,,2: welcome,3: to,4: Wikipedia.",,"11: just,12: '''''what'''''",,"1: Hi,,2: welcome,12: '''''what'''''",12: '''''what''''',12: '''''what''''',,,,7: explain,,,"2: welcome,3: to,5: Could,6: you,7: explain",,11: just,,"1: Hi,,2: welcome,5: Could,6: you",,,,,2: welcome,,,,"2: welcome,5: Could,6: you,7: explain",,,"2: welcome,3: to,4: Wikipedia.,12: '''''what'''''",,"1: Hi,,2: welcome,5: Could,6: you,12: '''''what'''''"
Wikipedia,261,861,372520,"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?",Rating,,,1,,-1,2,,,,,,,3,,-6,,,,-1,,,,,,,,,,,,,,,9,2,,,,,3,,,,4,4,,,,6,,-3
Wikipedia,261,861,372520,"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?",Highlight,,,"21: could,22: you,23: please,24: qualify,25: why,26: they,27: should,28: be,29: treated,30: differently?",,"1: Which,2: seems,8: with,9: my,10: point","14: If,15: you,16: were,17: referring,18: only,19: to,20: logos,,23: please",,,,,,,23: please,,"5: exactly,14: If,23: please",,,,21: could,,,,,,,,,,,,,,,"21: could,22: you,23: please","21: could,22: you,23: please,24: qualify,25: why,26: they,27: should,28: be,29: treated,30: differently?",,,,,"21: could,22: you,23: please",,,,"5: exactly,17: referring,29: treated,30: differently?","21: could,22: you,23: please,24: qualify",,,,"14: If,21: could,22: you,23: please",,"2: seems,3: to,4: be,5: exactly,6: in,7: line,8: with,9: my,10: point,21: could,22: you,23: please"
Wikipedia,262,862,227647,"Found this awesome shot of a <url>, but cannot figure out how to make the picture show on the English language <url> page. Any clues?",Rating,,,1,,10,1,,,,,,,1,,0,,,,1,,,,,,,,,,,,,,,7,-1,,,,,0,,,,3,0,,,,0,,-4
Wikipedia,262,862,227647,"Found this awesome shot of a <url>, but cannot figure out how to make the picture show on the English language <url> page. Any clues?",Highlight,,,"24: Any,25: clues?",,"1: Found,2: this,3: awesome,24: Any,25: clues?","16: picture,17: show,18: on,19: the,20: English",,,,,,,"3: awesome,24: Any,25: clues?",,"1: Found,18: on",,,,24: Any,,,,,,,,,,,,,,,"24: Any,25: clues?","24: Any,25: clues?",,,,,"24: Any,25: clues?",,,,"3: awesome,24: Any,25: clues?","24: Any,25: clues?",,,,"1: Found,24: Any,25: clues?",,"1: Found,8: but,9: cannot,10: figure,11: out,24: Any,25: clues?"
Wikipedia,263,863,619321,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,Rating,,,4,,7,4,,,,,,,6,,3,,,,7,,,,,,,,,,,,,,,0,1,,,,,1,,,,0,3,,,,3,,3
Wikipedia,263,863,619321,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,Highlight,,,"1: Ahhhh...,2: My,3: apologies.",,"1: Ahhhh...,2: My,3: apologies.","1: Ahhhh...,2: My,3: apologies.",,,,,,,"3: apologies.,11: perchance?",,"1: Ahhhh...,11: perchance?",,,,3: apologies.,,,,,,,,,,,,,,,1: Ahhhh...,"1: Ahhhh...,3: apologies.",,,,,3: apologies.,,,,5: wouldn't,"2: My,3: apologies.,4: You,5: wouldn't,6: be,11: perchance?",,,,"2: My,3: apologies.,4: You,5: wouldn't",,"1: Ahhhh...,2: My,3: apologies.,4: You,5: wouldn't,6: be"
Wikipedia,264,864,75733,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?,Rating,,,-2,,0,1,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,0,2,,,,,0,,,,0,1,,,,3,,-10
Wikipedia,264,864,75733,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?,Highlight,,,"8: Could,9: you,10: do,11: one,12: for,13: Indianapolis?",,8: Could,8: Could,,,,,,,"8: Could,9: you,10: do,11: one",,8: Could,,,,8: Could,,,,,,,,,,,,,,,"8: Could,9: you,10: do,11: one,12: for,13: Indianapolis?",8: Could,,,,,"8: Could,9: you",,,,"2: saw,8: Could","8: Could,9: you",,,,"8: Could,9: you",,"8: Could,9: you,10: do,11: one,12: for,13: Indianapolis?"
Wikipedia,265,865,475559,I styled the page to look like <url>. What are your thoughts?,Rating,,,4,,1,0,,,,,,,3,,0,,,,2,,,,,,,,,,,,,,,9,1,,,,,0,,,,0,1,,,,0,,0
Wikipedia,265,865,475559,I styled the page to look like <url>. What are your thoughts?,Highlight,,,"9: What,10: are,11: your,12: thoughts?",,"9: What,11: your,12: thoughts?","9: What,10: are,11: your,12: thoughts?",,,,,,,"9: What,10: are,11: your,12: thoughts?",,12: thoughts?,,,,12: thoughts?,,,,,,,,,,,,,,,"9: What,10: are,11: your,12: thoughts?",12: thoughts?,,,,,"9: What,10: are,11: your,12: thoughts?",,,,"10: are,11: your,12: thoughts?","9: What,10: are,11: your,12: thoughts?",,,,"9: What,10: are,11: your,12: thoughts?",,"9: What,10: are,11: your,12: thoughts?"
Wikipedia,266,866,509049,Then no one ever sees that page? Isn't it the login page?,Rating,,,-1,,-2,-3,,,,,,,-1,,2,,,,-1,,,,,,,,,,,,,,,0,-3,,,,,0,,,,-3,0,,,,-7,,-5
Wikipedia,266,866,509049,Then no one ever sees that page? Isn't it the login page?,Highlight,,,"1: Then,2: no,3: one,4: ever,5: sees,6: that,7: page?",,"7: page?,8: Isn't,9: it,12: page?","2: no,3: one,4: ever,5: sees,7: page?",,,,,,,"8: Isn't,9: it,10: the,11: login,12: page?",,"7: page?,12: page?",,,,"7: page?,12: page?",,,,,,,,,,,,,,,"4: ever,5: sees,6: that,7: page?",8: Isn't,,,,,"8: Isn't,9: it",,,,"4: ever,8: Isn't","2: no,3: one",,,,"2: no,3: one,8: Isn't,9: it",,"4: ever,8: Isn't,9: it"
Wikipedia,267,867,542167,"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",Rating,,,1,,1,1,,,,,,,5,,-1,,,,3,,,,,,,,,,,,,,,10,3,,,,,2,,,,1,0,,,,6,,-3
Wikipedia,267,867,542167,"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",Highlight,,,"12: OK,13: if,14: I,15: re-revert?",,"1: Thanks,12: OK","1: Thanks,12: OK",,,,,,,"1: Thanks,12: OK,13: if,14: I,15: re-revert?",,1: Thanks,,,,1: Thanks,,,,,,,,,,,,,,,1: Thanks,8: actually,,,,,"1: Thanks,2: for,12: OK,13: if,14: I,15: re-revert?",,,,"1: Thanks,15: re-revert?","1: Thanks,2: for",,,,"1: Thanks,2: for,12: OK,13: if,14: I",,"1: Thanks,12: OK,13: if,14: I,15: re-revert?"
Wikipedia,268,868,262261,"Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?",Rating,,,-2,,1,1,,,,,,,2,,-6,,,,2,,,,,,,,,,,,,,,9,4,,,,,0,,,,1,1,,,,2,,0
Wikipedia,268,868,262261,"Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?",Highlight,,,1: Meh,,"1: Meh,3: perhaps,4: not,,45: there,46: something,47: I,48: missed,",1: Meh,,,,,,,"3: perhaps,4: not,,15: I,16: figured,44: Is,45: there,46: something,47: I,48: missed,,49: or,50: a,51: hurry,52: to,53: get,54: these,55: quickly,56: renamed?",,"1: Meh,24: to,25: to,51: hurry",,,,"16: figured,44: Is",,,,,,,,,,,,,,,"44: Is,45: there,46: something,47: I,48: missed,","44: Is,45: there,46: something,47: I,48: missed,,49: or,50: a,51: hurry,52: to,53: get,54: these,55: quickly,56: renamed?",,,,,"31: you,32: as,33: the,34: nominator,35: were,36: the,37: only,38: one,39: who,40: had,41: commented,42: so,43: far.",,,,"1: Meh,48: missed,,51: hurry","1: Meh,3: perhaps,4: not,,44: Is,45: there,46: something,47: I,48: missed,",,,,"44: Is,45: there,46: something,47: I,48: missed,,49: or,50: a,51: hurry,52: to,53: get,54: these,55: quickly,56: renamed?",,"1: Meh,3: perhaps,4: not,,8: most,9: likely,44: Is,45: there,46: something,47: I,48: missed,"
